OrderID,OrderDate,CustomerID,ProductID,SalespersonID,RegionID,Quantity,UnitPrice,Discount,Cost,Sales,Profit
5845,2023-01-11,1007,2042,3002,4005,14,414.46,0.1,295.81,5222.2,1080.86
5150,2023-01-12,1021,2035,3006,4001,6,404.65,0.2,106.59,1942.32,1302.78
5797,2023-01-13,1076,2037,3022,4001,2,129.27,0.05,287.75,245.61,-329.89
5921,2023-01-13,1097,2021,3002,4002,10,271.87,0.15,232.22,2310.9,-11.3
6357,2023-01-15,1100,2004,3019,4003,18,90.96,0.1,41.52,1473.55,726.19
6114,2023-01-15,1062,2012,3010,4001,12,135.86,0.15,141.69,1385.77,-314.51
5907,2023-01-15,1038,2021,3015,4005,3,366.99,0.05,203.67,1045.92,434.91
5291,2023-01-16,1036,2021,3022,4005,12,272.89,0.2,91.22,2619.74,1525.1
6192,2023-01-16,1030,2041,3019,4005,9,341.47,0.2,189.4,2458.58,753.98
6468,2023-01-16,1027,2037,3021,4003,13,131.68,0.05,174.5,1626.25,-642.25
6473,2023-01-17,1093,2028,3012,4001,11,134.69,0.0,89.59,1481.59,496.1
7052,2023-01-17,1067,2006,3016,4001,13,219.58,0.2,271.36,2283.63,-1244.05
7018,2023-01-17,1019,2003,3010,4002,12,461.83,0.0,139.88,5541.96,3863.4
7470,2023-01-18,1013,2020,3010,4003,9,148.91,0.0,32.82,1340.19,1044.81
5860,2023-01-18,1088,2017,3007,4005,1,344.22,0.0,31.89,344.22,312.33
6883,2023-01-19,1076,2007,3020,4002,15,252.68,0.05,94.09,3600.69,2189.34
6700,2023-01-20,1015,2032,3023,4003,11,235.3,0.15,212.2,2200.06,-134.14
6994,2023-01-20,1009,2007,3024,4004,8,473.51,0.05,267.04,3598.68,1462.36
5184,2023-01-20,1012,2044,3005,4004,16,297.11,0.05,125.56,4516.07,2507.11
5734,2023-01-20,1033,2028,3022,4004,11,387.15,0.1,124.04,3832.78,2468.34
5679,2023-01-21,1040,2008,3013,4002,4,74.71,0.1,30.68,268.96,146.24
5746,2023-01-21,1086,2002,3017,4004,8,352.72,0.0,273.67,2821.76,632.4
7044,2023-01-21,1057,2049,3021,4005,7,433.5,0.05,70.7,2882.78,2387.88
6041,2023-01-22,1071,2013,3011,4002,17,122.03,0.15,24.87,1763.33,1340.54
6441,2023-01-22,1079,2017,3007,4002,19,451.15,0.1,145.82,7714.67,4944.09
6714,2023-01-22,1069,2024,3006,4002,7,173.71,0.15,36.9,1033.57,775.27
5225,2023-01-22,1007,2021,3002,4004,14,420.3,0.0,41.87,5884.2,5298.02
6294,2023-01-23,1092,2033,3015,4002,8,65.78,0.0,257.65,526.24,-1534.96
7381,2023-01-24,1001,2031,3003,4004,12,236.39,0.2,171.81,2269.34,207.62
5484,2023-01-25,1019,2027,3015,4003,2,426.01,0.05,199.96,809.42,409.5
5003,2023-01-26,1025,2003,3007,4005,17,406.36,0.05,285.22,6562.71,1713.97
5591,2023-01-26,1095,2021,3009,4003,12,466.59,0.0,203.06,5599.08,3162.36
6374,2023-01-26,1031,2049,3016,4005,1,420.68,0.05,157.55,399.65,242.1
5464,2023-01-26,1023,2004,3012,4005,1,402.19,0.0,141.35,402.19,260.84
5768,2023-01-27,1045,2036,3015,4005,8,77.2,0.15,111.93,524.96,-370.48
6035,2023-01-27,1006,2038,3008,4005,16,295.74,0.2,164.66,3785.47,1150.91
7234,2023-01-27,1092,2008,3023,4003,17,403.61,0.15,246.88,5832.16,1635.2
7185,2023-01-27,1067,2030,3001,4001,3,54.93,0.15,281.51,140.07,-704.46
6603,2023-01-27,1032,2037,3002,4002,14,399.38,0.15,83.57,4752.62,3582.64
6466,2023-01-27,1022,2044,3003,4002,5,146.76,0.05,163.04,697.11,-118.09
5021,2023-01-28,1060,2003,3025,4003,10,231.18,0.2,203.91,1849.44,-189.66
5713,2023-01-28,1015,2028,3022,4001,4,63.29,0.05,277.44,240.5,-869.26
6965,2023-01-28,1094,2009,3018,4002,15,429.5,0.0,280.41,6442.5,2236.35
7480,2023-01-28,1089,2037,3001,4003,1,258.74,0.15,235.63,219.93,-15.7
5708,2023-01-28,1051,2036,3002,4001,1,322.88,0.1,44.72,290.59,245.87
5499,2023-01-29,1034,2025,3008,4003,5,205.75,0.05,216.42,977.31,-104.79
6976,2023-01-29,1042,2021,3007,4002,16,457.46,0.2,218.11,5855.49,2365.73
6106,2023-01-30,1049,2012,3016,4001,2,176.57,0.15,213.88,300.17,-127.59
6232,2023-01-30,1088,2044,3003,4005,19,275.33,0.05,113.09,4969.71,2821.0
5831,2023-01-30,1053,2003,3010,4002,7,452.14,0.05,233.03,3006.73,1375.52
5697,2023-01-30,1062,2047,3010,4005,13,116.95,0.0,291.39,1520.35,-2267.72
7308,2023-01-30,1039,2036,3012,4003,16,221.71,0.2,265.2,2837.89,-1405.31
6608,2023-01-30,1050,2038,3016,4005,15,424.94,0.1,156.68,5736.69,3386.49
5015,2023-01-31,1015,2042,3020,4005,13,91.86,0.0,274.67,1194.18,-2376.53
5743,2023-02-01,1055,2016,3012,4001,5,280.15,0.05,295.92,1330.71,-148.89
6624,2023-02-01,1060,2050,3013,4005,16,285.92,0.2,253.47,3659.78,-395.74
7152,2023-02-01,1085,2049,3019,4004,8,464.94,0.2,169.77,2975.62,1617.46
6498,2023-02-01,1027,2032,3006,4004,19,491.92,0.05,133.83,8879.16,6336.39
7320,2023-02-01,1081,2020,3017,4004,15,390.41,0.1,270.72,5270.54,1209.74
5238,2023-02-02,1083,2024,3016,4002,1,220.96,0.15,118.2,187.82,69.62
5014,2023-02-02,1070,2008,3019,4002,15,107.37,0.2,72.07,1288.44,207.39
5103,2023-02-02,1024,2038,3002,4002,18,124.13,0.05,187.72,2122.62,-1256.34
7499,2023-02-02,1022,2020,3020,4002,17,116.77,0.0,260.8,1985.09,-2448.51
7166,2023-02-03,1006,2001,3015,4004,6,158.83,0.05,117.79,905.33,198.59
5986,2023-02-03,1094,2003,3014,4003,15,185.55,0.1,152.06,2504.93,224.03
6415,2023-02-03,1091,2011,3011,4003,11,210.94,0.1,27.7,2088.31,1783.61
6324,2023-02-04,1069,2013,3023,4001,10,63.85,0.1,183.13,574.65,-1256.65
7157,2023-02-05,1075,2015,3015,4001,19,391.31,0.1,40.53,6691.4,5921.33
6214,2023-02-06,1094,2011,3018,4005,4,301.69,0.15,284.18,1025.75,-110.97
5438,2023-02-06,1052,2022,3008,4003,11,109.47,0.05,24.32,1143.96,876.44
6074,2023-02-07,1033,2041,3007,4005,17,243.69,0.1,254.34,3728.46,-595.32
7078,2023-02-07,1060,2023,3019,4005,13,53.71,0.1,54.23,628.41,-76.58
7091,2023-02-07,1058,2030,3015,4002,14,256.13,0.1,190.32,3227.24,562.76
6182,2023-02-07,1013,2019,3017,4003,9,489.02,0.05,77.43,4181.12,3484.25
6788,2023-02-08,1020,2023,3019,4002,8,266.12,0.1,72.12,1916.06,1339.1
6391,2023-02-08,1060,2038,3001,4002,7,296.48,0.05,272.94,1971.59,61.01
6900,2023-02-08,1078,2017,3002,4005,3,96.83,0.0,255.92,290.49,-477.27
5505,2023-02-09,1073,2023,3017,4005,4,134.62,0.15,164.97,457.71,-202.17
7442,2023-02-09,1010,2041,3018,4002,19,231.34,0.2,128.69,3516.37,1071.26
5475,2023-02-09,1067,2017,3023,4004,13,278.74,0.0,63.02,3623.62,2804.36
6983,2023-02-09,1007,2043,3017,4002,14,177.53,0.0,79.1,2485.42,1378.02
6321,2023-02-10,1048,2034,3006,4003,18,312.15,0.05,64.41,5337.76,4178.38
6820,2023-02-10,1034,2025,3009,4002,11,304.91,0.2,104.0,2683.21,1539.21
5344,2023-02-10,1069,2042,3008,4005,10,479.5,0.0,266.48,4795.0,2130.2
6030,2023-02-10,1086,2046,3022,4003,1,311.28,0.2,75.59,249.02,173.43
5448,2023-02-10,1004,2020,3013,4003,14,151.2,0.0,118.69,2116.8,455.14
5742,2023-02-11,1027,2003,3008,4005,5,171.41,0.15,31.23,728.49,572.34
7440,2023-02-11,1098,2041,3016,4004,18,95.08,0.2,188.47,1369.15,-2023.31
6045,2023-02-11,1026,2045,3024,4001,12,364.56,0.1,148.44,3937.25,2155.97
5445,2023-02-12,1081,2027,3023,4003,3,179.3,0.0,107.0,537.9,216.9
5787,2023-02-12,1046,2032,3018,4002,8,262.0,0.15,281.09,1781.6,-467.12
7307,2023-02-12,1058,2027,3002,4005,10,434.67,0.2,90.97,3477.36,2567.66
7083,2023-02-12,1027,2002,3005,4001,14,248.16,0.1,141.79,3126.82,1141.76
6802,2023-02-12,1023,2002,3022,4005,15,444.61,0.05,257.47,6335.69,2473.64
6698,2023-02-13,1040,2015,3019,4001,3,345.31,0.05,119.59,984.13,625.36
7137,2023-02-13,1070,2029,3014,4001,4,222.38,0.1,26.72,800.57,693.69
6492,2023-02-14,1025,2010,3005,4003,11,265.05,0.0,36.28,2915.55,2516.47
5049,2023-02-14,1058,2014,3005,4003,18,396.87,0.15,179.1,6072.11,2848.31
7047,2023-02-14,1064,2016,3001,4001,8,453.67,0.15,174.21,3084.96,1691.28
7081,2023-02-14,1005,2040,3018,4003,12,476.28,0.15,179.24,4858.06,2707.18
6172,2023-02-14,1040,2044,3015,4001,2,280.88,0.0,241.41,561.76,78.94
6914,2023-02-14,1026,2027,3005,4004,15,247.69,0.0,27.3,3715.35,3305.85
5420,2023-02-15,1085,2012,3024,4002,12,198.63,0.1,217.45,2145.2,-464.2
7063,2023-02-15,1042,2023,3023,4005,17,469.71,0.05,200.86,7585.82,4171.2
5519,2023-02-15,1099,2009,3013,4002,19,112.22,0.1,245.74,1918.96,-2750.1
7441,2023-02-16,1011,2025,3022,4001,14,208.59,0.2,190.4,2336.21,-329.39
7408,2023-02-16,1038,2048,3022,4002,8,486.42,0.05,143.58,3696.79,2548.15
5064,2023-02-16,1076,2035,3024,4005,16,180.13,0.0,82.31,2882.08,1565.12
7310,2023-02-16,1065,2022,3016,4003,18,332.47,0.15,78.85,5086.79,3667.49
5912,2023-02-16,1008,2037,3022,4002,15,325.67,0.2,214.33,3908.04,693.09
6390,2023-02-16,1098,2006,3012,4003,9,365.08,0.15,228.39,2792.86,737.35
6669,2023-02-16,1031,2040,3016,4004,17,459.6,0.1,61.89,7031.88,5979.75
5592,2023-02-17,1024,2038,3007,4001,13,340.41,0.15,142.65,3761.53,1907.08
6233,2023-02-17,1068,2044,3008,4001,16,255.18,0.0,185.58,4082.88,1113.6
5134,2023-02-18,1087,2026,3007,4001,1,257.44,0.0,263.45,257.44,-6.01
7007,2023-02-18,1037,2038,3007,4003,17,347.51,0.0,130.11,5907.67,3695.8
7096,2023-02-18,1087,2014,3006,4004,3,138.95,0.0,281.9,416.85,-428.85
7390,2023-02-19,1058,2043,3023,4001,1,408.64,0.05,84.38,388.21,303.83
6301,2023-02-20,1042,2013,3018,4001,10,253.85,0.2,43.44,2030.8,1596.4
6643,2023-02-20,1051,2042,3009,4005,12,472.02,0.2,256.07,4531.39,1458.55
5720,2023-02-21,1053,2041,3021,4001,11,91.33,0.05,138.84,954.4,-572.84
7391,2023-02-21,1031,2035,3014,4001,6,281.74,0.15,114.61,1436.87,749.21
7363,2023-02-21,1049,2003,3005,4004,10,95.1,0.2,231.9,760.8,-1558.2
5323,2023-02-21,1060,2043,3004,4003,16,494.99,0.1,73.11,7127.86,5958.1
6442,2023-02-21,1032,2043,3013,4001,19,431.46,0.2,158.09,6558.19,3554.48
5618,2023-02-21,1051,2018,3024,4001,7,139.28,0.1,148.14,877.46,-159.52
5288,2023-02-21,1080,2049,3023,4005,2,130.63,0.15,294.85,222.07,-367.63
6575,2023-02-22,1040,2027,3006,4002,6,481.57,0.0,272.11,2889.42,1256.76
5415,2023-02-22,1057,2021,3020,4004,15,248.97,0.1,108.28,3361.1,1736.9
5929,2023-02-22,1008,2046,3002,4001,2,67.75,0.15,81.16,115.18,-47.14
6096,2023-02-22,1035,2046,3010,4002,16,419.28,0.05,121.57,6373.06,4427.94
7410,2023-02-22,1092,2023,3004,4001,10,403.6,0.15,280.47,3430.6,625.9
7488,2023-02-22,1085,2044,3010,4001,3,467.6,0.2,114.67,1122.24,778.23
5736,2023-02-23,1027,2020,3015,4001,13,74.25,0.1,52.01,868.72,192.59
6944,2023-02-23,1086,2016,3006,4004,10,434.42,0.15,248.93,3692.57,1203.27
6639,2023-02-23,1093,2008,3009,4003,9,107.97,0.05,268.4,923.14,-1492.46
6476,2023-02-23,1080,2021,3001,4001,11,479.46,0.05,275.6,5010.36,1978.76
6837,2023-02-23,1068,2041,3018,4003,1,465.94,0.1,277.6,419.35,141.75
5940,2023-02-24,1097,2036,3025,4002,6,400.92,0.2,240.92,1924.42,478.9
6967,2023-02-24,1007,2043,3022,4002,2,474.64,0.15,84.96,806.89,636.97
5913,2023-02-25,1029,2036,3025,4004,13,92.39,0.05,188.74,1141.02,-1312.6
6088,2023-02-25,1017,2036,3021,4003,12,354.74,0.2,291.8,3405.5,-96.1
5264,2023-02-25,1020,2046,3009,4003,2,212.06,0.15,126.14,360.5,108.22
7270,2023-02-26,1028,2008,3001,4002,14,132.2,0.2,130.17,1480.64,-341.74
6673,2023-02-26,1020,2006,3011,4002,11,95.1,0.1,277.68,941.49,-2112.99
6781,2023-02-27,1070,2033,3019,4001,1,67.0,0.1,122.02,60.3,-61.72
5101,2023-02-27,1004,2012,3021,4004,2,163.59,0.15,292.65,278.1,-307.2
6235,2023-02-27,1059,2028,3019,4003,18,362.18,0.05,268.93,6193.28,1352.54
5329,2023-02-28,1064,2008,3020,4004,1,238.27,0.15,202.96,202.53,-0.43
7143,2023-02-28,1016,2013,3002,4004,12,129.79,0.05,177.84,1479.61,-654.47
5322,2023-02-28,1058,2050,3020,4002,4,92.51,0.2,40.61,296.03,133.59
6789,2023-02-28,1053,2019,3020,4003,12,441.68,0.05,101.76,5035.15,3814.03
5317,2023-03-01,1008,2035,3002,4005,19,472.6,0.2,166.71,7183.52,4016.03
5189,2023-03-01,1071,2007,3020,4002,3,220.11,0.2,257.65,528.26,-244.69
5300,2023-03-02,1015,2015,3017,4001,3,258.65,0.15,97.26,659.56,367.78
5235,2023-03-02,1029,2023,3011,4002,17,127.03,0.0,42.33,2159.51,1439.9
5964,2023-03-03,1023,2045,3004,4002,11,255.93,0.15,67.07,2392.95,1655.18
6010,2023-03-03,1026,2001,3008,4005,11,402.83,0.15,55.11,3766.46,3160.25
7335,2023-03-03,1052,2005,3002,4004,19,424.74,0.05,119.12,7666.56,5403.28
6564,2023-03-03,1076,2045,3021,4005,12,318.81,0.15,227.79,3251.86,518.38
6429,2023-03-04,1047,2025,3001,4002,18,213.81,0.1,217.34,3463.72,-448.4
6499,2023-03-04,1072,2025,3013,4003,11,93.31,0.15,262.44,872.45,-2014.39
5269,2023-03-04,1001,2021,3014,4001,17,463.19,0.1,41.7,7086.81,6377.91
5320,2023-03-04,1090,2023,3005,4003,17,257.31,0.1,62.79,3936.84,2869.41
5673,2023-03-05,1009,2045,3005,4004,11,374.3,0.15,161.14,3499.7,1727.16
6812,2023-03-05,1085,2049,3009,4003,19,469.07,0.1,46.11,8021.1,7145.01
6381,2023-03-06,1012,2050,3015,4003,12,83.76,0.2,72.19,804.1,-62.18
7013,2023-03-06,1060,2010,3022,4004,1,243.24,0.0,161.75,243.24,81.49
7076,2023-03-06,1013,2047,3016,4005,5,160.39,0.15,266.5,681.66,-650.84
5142,2023-03-07,1034,2049,3004,4002,15,438.76,0.2,267.74,5265.12,1249.02
5666,2023-03-07,1049,2013,3017,4001,5,282.58,0.0,200.62,1412.9,409.8
5223,2023-03-07,1058,2048,3016,4004,15,244.58,0.0,86.84,3668.7,2366.1
6481,2023-03-07,1057,2008,3023,4003,1,255.16,0.05,141.54,242.4,100.86
7215,2023-03-08,1003,2040,3013,4003,1,366.84,0.2,123.86,293.47,169.61
5933,2023-03-08,1088,2019,3002,4004,8,305.22,0.15,153.22,2075.5,849.74
7244,2023-03-09,1032,2019,3001,4003,13,437.8,0.05,121.22,5406.83,3830.97
5107,2023-03-09,1032,2048,3025,4002,14,368.75,0.0,29.73,5162.5,4746.28
6513,2023-03-09,1093,2014,3021,4004,19,55.02,0.2,48.99,836.3,-94.51
6841,2023-03-09,1031,2020,3018,4005,19,68.13,0.2,243.45,1035.58,-3589.97
6555,2023-03-10,1033,2005,3008,4005,6,71.54,0.1,133.98,386.32,-417.56
7159,2023-03-10,1052,2043,3014,4005,16,159.84,0.05,29.32,2429.57,1960.45
7054,2023-03-11,1039,2035,3022,4005,1,173.59,0.05,201.34,164.91,-36.43
5237,2023-03-11,1038,2037,3021,4005,1,156.88,0.2,201.05,125.5,-75.55
6774,2023-03-11,1073,2022,3011,4003,3,306.2,0.0,246.73,918.6,178.41
5335,2023-03-11,1084,2021,3019,4003,17,134.03,0.05,157.74,2164.58,-517.0
7038,2023-03-11,1032,2032,3012,4001,12,241.64,0.15,24.5,2464.73,2170.73
6448,2023-03-12,1098,2013,3018,4002,13,306.11,0.0,240.11,3979.43,858.0
5740,2023-03-12,1057,2029,3023,4005,13,164.08,0.1,236.56,1919.74,-1155.54
5379,2023-03-12,1003,2001,3017,4004,6,474.71,0.05,215.83,2705.85,1410.87
6216,2023-03-12,1003,2033,3020,4002,10,251.7,0.15,254.89,2139.45,-409.45
5793,2023-03-12,1089,2028,3023,4004,18,228.87,0.1,130.37,3707.69,1361.03
5195,2023-03-12,1016,2016,3010,4003,7,359.12,0.1,245.31,2262.46,545.29
5333,2023-03-12,1073,2036,3023,4002,5,65.21,0.0,82.58,326.05,-86.85
6141,2023-03-13,1026,2027,3014,4001,6,269.64,0.2,54.51,1294.27,967.21
5490,2023-03-13,1061,2014,3010,4004,18,298.41,0.0,288.45,5371.38,179.28
6621,2023-03-13,1026,2005,3018,4004,14,61.53,0.15,96.35,732.21,-616.69
5530,2023-03-13,1088,2025,3002,4002,9,322.08,0.1,259.58,2608.85,272.63
5063,2023-03-13,1067,2024,3008,4002,1,115.71,0.0,93.45,115.71,22.26
5993,2023-03-14,1024,2041,3013,4004,12,140.66,0.1,169.41,1519.13,-513.79
5240,2023-03-14,1065,2019,3017,4001,1,70.06,0.1,181.67,63.05,-118.62
5232,2023-03-14,1027,2018,3014,4005,16,153.42,0.2,240.39,1963.78,-1882.46
5085,2023-03-15,1100,2037,3006,4001,3,280.41,0.1,130.86,757.11,364.53
6009,2023-03-15,1004,2003,3023,4005,13,457.86,0.2,291.41,4761.74,973.41
6696,2023-03-15,1003,2003,3023,4004,7,314.94,0.05,132.17,2094.35,1169.16
5366,2023-03-16,1077,2043,3024,4003,14,96.08,0.2,98.85,1076.1,-307.8
5596,2023-03-16,1031,2007,3007,4003,1,140.0,0.05,33.68,133.0,99.32
7333,2023-03-16,1099,2035,3016,4002,5,317.35,0.05,255.49,1507.41,229.96
6508,2023-03-17,1027,2035,3008,4001,6,392.93,0.1,269.94,2121.82,502.18
6784,2023-03-17,1033,2007,3022,4002,1,355.28,0.2,256.41,284.22,27.81
5372,2023-03-17,1055,2019,3010,4005,14,384.27,0.2,291.29,4303.82,225.76
5936,2023-03-17,1072,2044,3004,4002,11,261.19,0.05,211.67,2729.44,401.07
6271,2023-03-17,1049,2026,3008,4001,10,182.59,0.1,86.49,1643.31,778.41
7204,2023-03-17,1066,2013,3018,4002,15,229.39,0.1,266.21,3096.76,-896.39
7252,2023-03-17,1005,2029,3024,4002,6,188.22,0.05,163.22,1072.85,93.53
7256,2023-03-17,1089,2031,3023,4003,9,86.53,0.1,253.79,700.89,-1583.22
7417,2023-03-17,1079,2005,3010,4003,9,79.34,0.2,284.52,571.25,-1989.43
5977,2023-03-18,1011,2046,3003,4001,17,224.55,0.15,77.02,3244.75,1935.41
6197,2023-03-18,1096,2014,3022,4002,1,121.48,0.0,226.1,121.48,-104.62
7144,2023-03-18,1076,2005,3004,4002,9,438.2,0.05,41.52,3746.61,3372.93
5284,2023-03-19,1045,2040,3001,4004,16,213.5,0.0,276.56,3416.0,-1008.96
6347,2023-03-19,1097,2042,3003,4003,15,309.07,0.05,59.4,4404.25,3513.25
5434,2023-03-19,1091,2018,3022,4002,3,59.73,0.1,253.1,161.27,-598.03
6756,2023-03-19,1057,2049,3017,4003,12,285.65,0.0,173.02,3427.8,1351.56
5775,2023-03-19,1043,2034,3010,4002,17,209.26,0.05,234.5,3379.55,-606.95
6736,2023-03-20,1023,2025,3014,4001,9,347.75,0.1,26.11,2816.78,2581.79
6792,2023-03-20,1098,2029,3007,4002,10,364.4,0.0,222.85,3644.0,1415.5
7174,2023-03-20,1049,2014,3005,4005,6,139.71,0.1,131.35,754.43,-33.67
5649,2023-03-21,1002,2039,3003,4002,4,438.36,0.15,264.97,1490.42,430.54
6894,2023-03-21,1035,2042,3016,4003,8,495.2,0.05,106.48,3763.52,2911.68
6702,2023-03-21,1099,2004,3018,4003,5,236.53,0.05,218.63,1123.52,30.37
5192,2023-03-22,1095,2014,3004,4002,2,257.25,0.05,268.67,488.78,-48.56
6249,2023-03-22,1025,2013,3007,4001,5,416.49,0.2,299.95,1665.96,166.21
7283,2023-03-22,1036,2017,3007,4003,16,392.5,0.05,292.87,5966.0,1280.08
6729,2023-03-22,1005,2048,3004,4004,10,244.89,0.05,178.54,2326.45,541.05
7116,2023-03-22,1062,2033,3023,4002,1,310.58,0.0,158.73,310.58,151.85
5054,2023-03-22,1089,2031,3008,4004,4,108.37,0.0,282.55,433.48,-696.72
6993,2023-03-23,1092,2022,3019,4001,14,269.63,0.2,20.09,3019.86,2738.6
5068,2023-03-23,1086,2021,3004,4004,18,221.5,0.15,214.16,3388.95,-465.93
7124,2023-03-23,1008,2001,3023,4004,4,62.43,0.1,184.98,224.75,-515.17
6028,2023-03-24,1076,2009,3006,4002,15,263.19,0.15,297.59,3355.67,-1108.18
6509,2023-03-24,1046,2049,3012,4002,9,487.63,0.15,72.31,3730.37,3079.58
5331,2023-03-24,1063,2028,3009,4001,4,335.41,0.2,208.34,1073.31,239.95
6205,2023-03-24,1057,2037,3017,4001,11,407.17,0.05,282.02,4254.93,1152.71
5657,2023-03-24,1017,2037,3013,4004,3,469.97,0.1,105.28,1268.92,953.08
5346,2023-03-25,1025,2006,3012,4004,8,475.82,0.15,110.87,3235.58,2348.62
5732,2023-03-25,1015,2009,3004,4005,1,354.71,0.05,291.96,336.97,45.01
5972,2023-03-25,1002,2038,3013,4002,18,242.35,0.05,204.1,4144.19,470.39
7309,2023-03-25,1005,2007,3021,4004,11,383.02,0.05,148.75,4002.56,2366.31
6973,2023-03-25,1071,2037,3024,4002,3,338.96,0.2,99.87,813.5,513.89
6853,2023-03-25,1063,2009,3013,4002,19,125.17,0.0,66.75,2378.23,1109.98
6645,2023-03-25,1082,2032,3009,4001,7,275.44,0.0,261.26,1928.08,99.26
7114,2023-03-26,1055,2009,3001,4004,10,476.19,0.15,178.35,4047.62,2264.12
5714,2023-03-27,1097,2040,3011,4005,3,245.27,0.1,118.99,662.23,305.26
6954,2023-03-27,1008,2046,3024,4004,15,352.45,0.1,247.66,4758.08,1043.18
6816,2023-03-28,1096,2007,3001,4003,6,68.9,0.15,203.1,351.39,-867.21
5577,2023-03-28,1059,2023,3004,4005,14,363.04,0.2,160.35,4066.05,1821.15
6866,2023-03-28,1004,2025,3025,4001,10,460.22,0.15,131.04,3911.87,2601.47
6638,2023-03-28,1008,2021,3020,4001,13,181.21,0.05,109.35,2237.94,816.39
5945,2023-03-29,1096,2023,3005,4002,4,449.91,0.1,60.85,1619.68,1376.28
5193,2023-03-29,1052,2010,3013,4001,14,269.75,0.2,152.59,3021.2,884.94
6557,2023-03-29,1008,2014,3013,4005,5,367.27,0.0,119.72,1836.35,1237.75
5848,2023-03-29,1034,2042,3016,4004,13,234.43,0.0,135.22,3047.59,1289.73
7035,2023-03-29,1035,2025,3023,4002,12,153.93,0.15,206.21,1570.09,-904.43
5821,2023-03-30,1057,2038,3023,4004,19,460.5,0.1,71.4,7874.55,6517.95
7243,2023-03-30,1006,2037,3002,4001,8,57.97,0.1,206.91,417.38,-1237.9
7209,2023-03-31,1095,2042,3017,4005,16,237.16,0.1,30.96,3415.1,2919.74
5011,2023-03-31,1049,2025,3024,4003,17,291.59,0.05,287.83,4709.18,-183.93
6721,2023-04-01,1084,2019,3005,4002,12,425.51,0.05,164.0,4850.81,2882.81
6076,2023-04-01,1020,2013,3019,4003,9,218.63,0.2,72.27,1574.14,923.71
7382,2023-04-03,1051,2014,3023,4003,19,70.05,0.15,24.84,1131.31,659.35
6794,2023-04-03,1050,2018,3013,4003,15,303.84,0.05,44.22,4329.72,3666.42
6355,2023-04-03,1053,2008,3006,4001,5,103.04,0.0,32.1,515.2,354.7
6328,2023-04-03,1045,2026,3016,4003,1,74.36,0.2,158.79,59.49,-99.3
6222,2023-04-03,1062,2034,3004,4005,16,427.4,0.15,116.61,5812.64,3946.88
6625,2023-04-04,1014,2030,3006,4001,19,153.02,0.0,130.61,2907.38,425.79
6961,2023-04-04,1077,2008,3007,4004,4,77.76,0.2,21.02,248.83,164.75
6435,2023-04-04,1076,2026,3003,4003,15,307.34,0.05,89.29,4379.59,3040.24
6556,2023-04-04,1041,2021,3016,4005,7,233.54,0.05,202.16,1553.04,137.92
5133,2023-04-04,1035,2009,3019,4003,18,189.77,0.15,100.0,2903.48,1103.48
6057,2023-04-04,1026,2002,3017,4002,6,351.09,0.05,154.32,2001.21,1075.29
